Comentário;Sentimento
Salários competitivos Bons benefícios Várias iniciativas internas;positivo
Muitas mudanças ao mesmo tempo Obrigatoriedade de ir presencial Estrutura organizacional muito bagunçada Estratégia pouco definida;negativo
Liberdade de ações conjuntas com outras áreas, Home office, incentivo à novas ideias para entregas de resultados.;positivo
Controles de remuneração manual, plataformas de estratégia futuras de resultados falhas,;negativo
Empresa grande, com muitas áreas e pessoas para suporte ao seu trabalho.;positivo
Burocrática, principalmente quando se fala em morar fora do Brasil, não é possível.;negativo
1. Cultura e diversidade são melhores que no mercado. 2. Vejo oportunidade de crescimento. 3. A liderança da área de Dados é bem legal. 4. Pacote financeiro de benefícios muito bom. 5. Trabalho remoto possível.;positivo
1. Tem espaço para melhoria quando se trata de diversidade nas áreas de tecnologia. 2. Os projetos tecnológicos também podem melhorar.;negativo
BOa cultura de empresa, sempre aprendemos novas tecnologias;positivo
Plano de carreira mal costruido.;negativo
"Empresa muito colaborativa com o seu crescimento pessoal e profissional; Ambiente muito bom de trabalho; Boa documentação dos primeiros passos na trilha.";positivo
Muitas informações para serem absorvidas no começo da jornada.;negativo
Remuneração competitiva, benefícios muito atrativos, espaço para aprender muito.;positivo
Existe um programa para reconhecimento mas isso, na verdade, vai depender muito do time que estiver. No geral a empresa é boa, mas a estrutura organizacional deixa a desejar um pouco, desmotivando a equipe.;negativo
Onboarding muito bem estruturado Humildade é um valor que é bem disseminado no ambiente o tornando leve;positivo
Por enquanto não identifiquei pontos negativos;negativo
Muito bom trabalhar em equipe e com excelentes profissionais;positivo
Empresa está segregando muito em verticais e não estão se conversando;negativo
Excelente empresa para se trabalhar;positivo
Nenhum contra para esta empresa.;negativo
Empresa muito boa para trabalhar!;positivo
Não ser uma empresa com a possibilidade full home office;negativo
 Forte aprendizado devido ao time grande  Grande visibilidade no mercado  Salário atrativo  No dress code  Comunicação aberta;positivo
 Forte pressão dos Clevels, não respeitando a capacidade de demanda dos times de Tech e Vendas, sobrecarregando até o Marketing... tornando um ambiente tóxico  Colocaram um monte de gente de banco as quais vieram com uma mentalidade imcompatível com a cultura PicPay, deixando um ambiente tenso  Pregam diversidade mas só existem homens, brancos e cis nos cargos altos;negativo
ambiente muito tranquilo, as pessoas são muitos solicitas e sempre temos desafios novos;positivo
nao consigo achar nenhum conta no momento;negativo
Aprendizado acelerado e autonomia na realização das tarefas;positivo
Trabalho em excesso e pouca disponibilidade das pessoas querendo ajudar;negativo
Autonomia, Bom clima de trabalho, Parceria, trabalho híbrido;positivo
Localização, falta de opções para comer, plano de carreira;negativo
De fato o horario é flexível e o salário é de acordo com o mercado;positivo
Plano de carreira é uma mentira, serio, voce tem que correr atras sozinho, nao tem suporte e no final depende que seu TM venda bem seu peixe na reunião com os outros TM na época da avaliação Os beneficios nao sao bons, plano de saude com comparticipação e Vale Alimentação bem defasado PLR tbm é so o mínimo mesmo, so o teu salário e acabou Tem mt a cultura de: se ta insatisfeito pode sair. Como se nao fizesse questão de reter as pessoas;negativo
Equilíbrio entre vida pessoal e profissional Ambiente interno ótimo Clareza nos objetivos VR cajuzinho é ótimo s2 PLR;positivo
Nada de negativo pra dizer;negativo
Clima organizacional, espírito de equipe e estrutura de escritório;positivo
Pagamento de convênio para segundo dependente, não possui auxílio creche para os pais, não possuem acordo com estacionamento e vr baixo;negativo
Vontade dos colaboradores, carisma, valores, vontade de vencer e entregar.;positivo
Crescimento acelerado, acaba gerando alguns atrasos no desenvolvimento das funções e atividades.;negativo
O PicPay pensa nos seus colaboradores e fazem tudo para a nossa experiência ser a melhor possível no dia a dia de trabalho. Aqui, nossos valores são vistos em todos os colaboradores todos os dias, a todo momento. Não é apenas algo que pintaram em uma parede. A cultura do PicPay é a melhor que já vi, de todas as empresas que ja passei;positivo
Não tem NENHUM contra no PicPay, é tudo perfeito;negativo
A Picpay é um empresa muito forte com cultura, e com colaboração entre os picpay lovers. Compartilhar conhecimento, auxiliar os newjorneys, ensinar... Tudo isso fará parte da sua jornada. Para um PD Sr, é primordial ter a atitude de dono, ter conhecimento sobre os processos de design, sabendo aplicalos com autonomia, agregar conhecimento na criação de novos componentes junto com o time de design system, mentorar os designers Jrs.;positivo
Sem pontos negativos para compartilhar;negativo
Empresa com muitos desafios e muita liberdade.;positivo
Por conta do crescimento algumas coisas crescem sem organização;negativo
Salário bom eu gosto muito;positivo
Ticket mais ou menos baixo;negativo
Cultura Benefícios Pessoas muito boas Espaço para aprendizado Em crescimento acelerado;positivo
Área de Product Ops (Eficiência Operacional) muito perdida. Líderes não sabem para onde estão indo, não tem visão de futuro, não sabem o que devem fazer, além de microgerenciarem os analistas. Nessa área, os líderes estão bastante despreparados.;negativo
Empresa com pessoas solicitas, Inclusiva, um ótimo ambiente;positivo
Não encontro nenhum ponto Contra.;negativo
Cultura incrível, pessoas motivadas, líderes muito receptivos e abertos. Plano de desenvolvimento bacana. Salário competitivo.;positivo
Pela empresa estar crescendo muito recentemente, alguns processos em times novos estão um pouco bagunçados.;negativo
Ambiente descontraído e voltado para evolução pessoal e do negócio;positivo
Ainda não tenho pontos assim.;negativo
Muitos projetos grandes, estrutura bem sólida de sistemas e processos e negócio duradouro e forte.;positivo
É mais um banco, que presta um serviço ruim pra seus clientes. Além disso, não consegue homogeneizar uma cultura saudável dentro da empresa. Ao invés disso, ficam batendo na tecla de 7 (SETE) valores que ninguém lembra e, muito menos, vive.;negativo
Um lugar muito bom para trabalhar;positivo
Com o alto crescimento estão perdendo um pouco da cultura. Além disso plano de carreira não está claro.;negativo
Aqui as coisas são levadas a sério quando entramos, eu estou sendo acolhida e preparada para encarar os desafios, a cultura está em todos e o acolhimento também.;positivo
Volume de informação as vezes me deixa confuso, mas com o tempo, da certo.;negativo
O time de designers, desenvolvedores e outros PMs era incrível, muita diversidade e pluralidade em toda a empresa;positivo
A gestão foi algo que me decepcionou constantemente. A preocupação com as pessoas pelo RH também. Sempre sem tempo, agendas superlotadas e falta de liderança média.;negativo
Flexibilidade, investimento técnico nos funcionários, inclusão e diversidade.;positivo
Perfil de alguns gestores recém contratados ultrapassado, RV baixa.;negativo
Clima organizacional maravilhoso! As pessoas são todas muito engajadas e prestativas, um ambiente muito gostoso para se trabalhar;positivo
Oportunidade de melhorar pacote de benefícios;negativo
Ambiente e cultura agradável para se trabalhar;positivo
Nada contra até o momento.;negativo
ótimo para conhecer novas tecnologia;positivo
não tenho nada contra a empresa;negativo
A cultura da empresa é algo arraigado nas pessoas, tão natural que a explicação vem por meio da vivência e não por tópicos anotados em algum lugar. É perceptível que a cultura é importante e o que mantém a roda girando. As pessoas são engajadas em fazer você se sentir acolhido e bem vindo. É difícil ver isso em empresas tão grandes.;positivo
Nenhum ponto contra até o momento.;negativo
O ambiente é muito tranquilo.;positivo
Até o momento não há;negativo
faixa salarial dentro da média de mercado, homeoffice, benefício flexível acima da média (caju);positivo
plano de saúde bradesco com coparticipação, plano BB dental;negativo
Realmente é uma empresa ótima de trabalhar, salário bom e vale alimentação/transporte também. Cultura da empresa é maravilhosa.;positivo
Por ser uma empresa em constante evolução e rápido crescimento, as coisas mudam muito rápido. Isso não é algo ruim.;negativo
Plano de saúde e gympass;positivo
Falta de transparência com os funcionários;negativo
Bons benefícios, empresa com valores e cultura bem definida, e que dá liberdade para o colaborador, além de diversas oportunidades;positivo
Salário abaixo dos principais concorrentes;negativo
Ótimos desafios, ambiente robusto, tecnologia de ponta.;positivo
companheiros de equipes ruins, cultura ruim também.;negativo
 Ambiente legal  Espaço descontraído  Bons beneficios;positivo
 Liderança  Desorganização  Ambiente machista;negativo
Beneficios salario Hibrido Plano de Carreira Plano saude;positivo
Nao cumpre com o prometido;negativo
Cultura da empresa é incrível, fui bem recepcionada.;positivo
Estou a uma semana, ainda não tenho contras falar.;negativo
Salario atraente em comparação com o mercado;positivo
plano de saúde poderia ser melhor;negativo
Cultura da empresa, valorização profissional, remuneração;positivo
Nenhuma objeção quanto a isto.;negativo
Ambiente acolhedor com ótimos benefícios, além de dar bastante liberdade.;positivo
Algumas decisões não fazem muito sentido e as vezes os gestores não questionam.;negativo
Bom local para trabalhar, boas possibilidades de crescimento interno.;positivo
Não sei dizer nesse momento;negativo
Entrei em fase de crescimento, o lado bom que conheci bastante pessoas e os benefícios também era excelentes.;positivo
Cresceu desproporcionalmente e virou bagunça, hoje vende muito o nome do que realmente é.;negativo
Excelente Clima e Oportunidades de Desenvolvimento;positivo
Proposta de Valor ainda é fraca;negativo
tudo de bom que ocorre por aqui;positivo
ate o momento nao encontrei nada;negativo
O recurso humano é o principal motivador, porque tem excelentes profissionais que ajudam e empurram para cima, com conhecimento, palestras e estão sempre dispostos a ajudar. Por ser uma empresa grande e pela grande maioria estar remoto, ajuda a desenvolver soft skills, como o relacionamento interpessoal, pois para quem está começando de casa fica muito difícil aprender o código a a regra negócio se não for comunicativo.;positivo
Escalou muito rápido e com isso muitos problemas vieram muitos problemas de gestão. A maioria dos funcionários a utiliza como degrau para outras oportunidades, então retenção de talento não existe aqui. Falta mudar a cultura de startup.;negativo
empresa boa de se trabalhar;positivo
n e n h u m;negativo
Pessoas incríveis trabalham nessa empresa e nesse time;positivo
Cultura do grupo JeF é muito forte e não conhecem as necessidades do mercado de Tech. Não se posicionam em pró dos grupos de Diversidade;negativo
Autonomia para tomada de decisão;positivo
Virou um banco, o que é uma pena dado que a empresa não queria se posicionar dessa maneira;negativo
Pessoas legais , , ,;positivo
Falta de organização, muitas decisões TOP down;negativo
Muitas pessoas querendo realmente trabalhar;positivo
Falta de profissionais em outras skills impactando em sobrecarga de trabalho;negativo
Pessoal solicito Foco em qualidade de código;positivo
Comunicação da empresa Processos não padronizados;negativo
Como prós identifico as Pessoas.;positivo
Como contra considero a Empresa em si.;negativo
Ambiente dinâmico e oportunidade de crescimento.;positivo
Liderança despreparada e desorganização de processos.;negativo
Ambiente muito bom cultura forte muito suporte aos funcionários;positivo
É bem rígido a mudança de cargos, não tem muitos cargos sobrando, pois, a empresa já está bem consolidada;negativo
 Trabalho remoto  Benefícios bons  Tem pessoas muito boas trabalhando;positivo
 Cultura de banco tradicional  Viés para dinheiro > viés para os clientes  Liderança despreparada;negativo
A cultura da empresa faz com que os seus valores sejam levados a sério tais como: Disponibilidade, Atitudes de dono, etc;positivo
Poucas exceções não praticam a cultura;negativo
Bons salários e benefícios. Meritocracia funcionando. Possibilidade de aprendizado e desenvolvimento;positivo
Ambiente pesado e com muita pressão por resultados e entregas. Mudança constante em estratégia e pessoas;negativo
A diversidade é bastante real no dia a dia da companhia. As pessoas são muito solícitas, nesse aspecto o trabalho de cultura deu muito certo.;positivo
A desorganização e cascata acabam desanimando o dia a dia de trabalho. O salário e os benefícios também não são muito competitivos. Existe um altíssimo número de atividades coletivas que acabam onerando e desconcentrando de suas atividades. A localização também deixa muito a desejar.;negativo
Benefícios muito bons e no padrão de mercado contando com Plano de saúde e Odontológico com isenção para funcionário e até 1 dependente. Além disso, conta com Gympass, PLR, Bônus atrelado a metas e cartão CAJU de benefícios flexíveis.;positivo
Não há nenhum até o momento.;negativo
Boa cultura com propósitos cativantes;positivo
Como qualquer startup, desorganização mto grande;negativo
Salário, benefícios, ambiente de trabalho;positivo
nã tenho nada contra a empresa;negativo
Cultura, Pessoas, Transparência e Ambiente de trabalho.;positivo
Não aplicável. Ainda não encontrei contras.;negativo
Ótima empresa para se trabalhar gosto muito;positivo
Não tenho nada contra a empresa, gosto muito;negativo
Ambiente bom, equipe com propósito estabelecido. Unidade de negócio organizada;positivo
Alguns temas de diversidade são massantes embora eu julgue necessário, porém poderia ter um equilíbrio maior;negativo
Cultura organizacional incrível, uso diversificado de tecnologias avançadas, grande zelo pelo bemestar e desenvolvimento dos colaboradores.;positivo
Salário ótimo para o contexto brasileiro, contudo, abaixo do praticado internacionalmente, o que prejudica a retenção dos profissionais.;negativo
Ótima cultura e valores da empresa;positivo
Burocracias de uma grande empresa;negativo
Ótima cultura, diversidade, liberdade, feedbacks;positivo
Mudanças de processos, falta de procedimentos, pensamento de startup, processos existentes falhos, falta de transparência;negativo
É muito bom trabalhar nessa empresa;positivo
Não tem pontos contras, muito trabalho por ser uma empresa grande;negativo
Bom, gosto de trabalhar la;positivo
Sem contras ate o momento;negativo
Flexibilidade em relação aos horários de trabalho.;positivo
Pouca valorização na gestão de pessoas.;negativo
Ótima apresentação dos valores e objetivos da empresa. Ambiente leve e focado na entrega.;positivo
Não observei problemas em minha jornada.;negativo
Bons benefícios Muitas oportunidades para aprender Pessoas qualificadas;positivo
Falta de transparência Pouca diversidade na liderança;negativo
Empresa reconhecida que oferece aprendizado e oportunidades.;positivo
Salário abaixo do mercado, valor pago do beneficio de alimentação;negativo
Ótimo engajamento com os colaboradores e todos estão de prontidão pra ajudar, além de uma ótima remuneração e benefícios;positivo
Processo de onboarding ainda sendo melhorado, não está 100% mas já está melhor que muuitas empresas.;negativo
Cultura agradável Benefícios na média dos concorrentes Clima leve;positivo
Salário muito abaixo do que concorrentes praticam Trilha de carreira não é clara;negativo
Qualidade e vida e felicidade;positivo
Nenhum e a verdadeira Disney;negativo
Muito bom trabalhar no picpay.;positivo
Vale refeição de vitoria é baixo.;negativo
Uma boa empresa. Tem ótimos projetos e benefícios, paga um salário bem acima do mercado.;positivo
Muitos profissionais vindo de bancos tradicionais e empresas engessadas, isso está acabando com o clima de startup e ambiente leve e descontraído.;negativo
Salário, equipe, ambiente descontraído e produtivo.;positivo
Não tenho nada contra a PicPay, realmente gosto muito.;negativo
Um ótimo local para trabalhar e se desenvolver profissionalmente;positivo
Grande rotatividade de colaboradores, provavelmente devido ao mercado aquecido;negativo
Os treinamentos são legais até;positivo
Salário baixo, empresa deixa a desejar demais.;negativo
Ótima atmosfera e espírito de equipe, pessoal acolhedor.;positivo
Não há contras até o presente momento.;negativo
Legal pra quem ta começando e pra quem mora no ES.;positivo
"Falta de feedback real; Mudanças constantes que impactam as pessoas; Pouca preocupação com pessoas; Benefícios do ES menores do que o restante do país. Algumas lideranças silenciam e não desenvolvem o colaborador.";negativo
Empresa tem bons benefícios, salário, aprendizado;positivo
Ritmo muito alto, empresa em crescimento;negativo
desenvolvimento profissional, acompanhamento pessoal e profissional, atenção, treinamentos e ótima cultura e valores;positivo
Sem pontos negativos até o momento, só elogios;negativo
Bons profissionais, Cultura incrível, Produto incrível, Liderança;positivo
Pressão em alguns momentos, Promoção desorganizada;negativo
dinamica a forma em que trabalhavamos, sempre em contato com o publico;positivo
falta suporte do app pois demorava mto pra ter um retorno;negativo
Bom ambiente, colaborativo. Sem muita burocracia.;positivo
Empresa está crescendo muito e algumas disputas do alto escalâo viram decisôes que afetam o diaadia.;negativo
"A empresa tem formato mais ""descolado""";positivo
A empresa mudou seu modelo de trabalho para 100% presencial aos times de suporte;negativo
Ambiente e pessoas Salário e benefícios Cultura organizacional Liberdade de se expressar e dar sugestões/tomar decisões;positivo
Crescimento acelerado gera falta de processos;negativo
É um ambiente bem diverso, certamente gosta de participar de questões sociais e incluir mais diversidade.;positivo
Uma empresa que trata o crescimento lá dentro como essas grandes empresas, muita burocrácia, pouco reconhecimento dos funcionários. Estão contratando muito porém não sabem manter.;negativo
Bom salário, algumas pessoas legais.;positivo
Muita mudança interna, te mudam de projeto e de tecnologia sem você querer.;negativo
Empresa maravilhosa para trabalhar atualmente.;positivo
Nada a declarar sobre a empresa.;negativo
Sem muita pressão Ambiente plural Bastante tempo para entregas;positivo
Pouco espaço para soluções de dados;negativo
Salário competitivo e ambiente desafiador;positivo
Forte crescimento de maneira desorganizada.;negativo
Ótima empresa pra se trabalhar;positivo
Demora em valorização técnica e salarial;negativo
Algumas pessoas são boas e o produto tem potencial;positivo
Mudou muito depois de ser adquirida;negativo
"Cultura forte; Maturidade em design e desenvolvimento; Pessoas disponíveis e altamente competentes; Liderança inspiradora; Onboarding humanizado e acolhedor; Salário competitivo e benefícios excelentes;";positivo
Não tenho contras sobre a empresa.;negativo
Dependendo da squad e do seu gestor o ambiente pode ser agradavel;positivo
 Pessoas que são contratadas agora estão vindo com salário maior do que quem já está na empresa  Muitos juniors sendo colocados sozinhos em squad com grandes responsabilidades  Beneficios muito abaixo do mercado  Cultura de qualidade de código e de comunidade de software se perdendo com o crescimento acelerado.  Gestores vindo do Itau implementando a cultura de pressão e micro gerenciamento, dificultando a vida dos devs, principalmente os juniors.;negativo
Pagamento em dia Vale refeição Comissão;positivo
Desorganização Holerite atrasados Somente, nada mais;negativo
Simplicidade,leveza,acolhimento,espírito de equipe,descontração e espírito de dono.;positivo
Não tenho nada a pontar nesse momento.;negativo
Acolhimento, cuidado, planejamento e colaboração;positivo
Ainda não identifiquei nenhum contra;negativo
Ambiente diferenciado com foco em cultura. Boa remuneração. Ambiente aberto para novas tecnologias.;positivo
Poderia oferecer um plano de saúde melhor dado nível de colaboradores, não apenas a gestores. Participação dos resultados poderia ser melhor.;negativo
Empresa ótima de se trabalhar;positivo
Nada relevante a ser levantado;negativo
Profissional é valorizado, temos total liberdade para aprender e aplicar nossos conhecimentos na prática. Minha squad, meus pares, TM, TL e todos os demais lideres são super acessiveis. Pessoas humanas, empresa sensacional.;positivo
Não existem contras contra a empresa, Parabéns em todos aspectos.;negativo
Tem plano de carreira e bastante liberdade;positivo
Nenhum contra, a empresa é boa;negativo
Cultura para recepção de pessoas super forte, sempre pensando nas melhores coisas a se oferecer para um colaborador.;positivo
Ambiente nas redondezas do office não é dos melhores.;negativo
A cultura é forte. Os valores são bem definidos e exercidos por todos.;positivo
poucos benefícios comparado a outras empresas;negativo
Ótimo empresa, possui um bom equilíbrio da vida pessoal e profissional, não é maçante, você tem tempo para trabalhar e estudar;positivo
Nível ténico das contratações pode melhorar;negativo
Boa cultura, bom ambiente e humildade;positivo
nao identifiquei ainda neste momento;negativo
Ambiente, pessoas dispostas a te ajudar, liberdade para criar;positivo
Nada a declarar por enquanto;negativo
"Salário compatível com o mercado; Cultura de empresa";positivo
VR e VA um pouco abaixo do mercado;negativo
Boa remuneração e bom ambiente de trabalho;positivo
Plano de saúde poderia ser melhor para demais níveis de cargos.;negativo
Empresa com boa tecnologia, muito boa para estar atualizado com a novas praticas de mercado;positivo
Hierarquia não muito bem definida;negativo
Ama as pessoas e ama levar soluções e jornadas eficientes para seus clientes;positivo
Nao achei ainda nada de contra;negativo
autonomia e colaboração, espirito de equipe;positivo
sem feed back construtivo, as pessoas são desligadas de forma desumana e sem empatia.;negativo
Ambiente descontraído, oportunidade de aprendizado.;positivo
Crescimento profissional, falta de pensamento ágil e cultura de produto.;negativo
PicPay e uma empresa muito boa para se trabalhar, processo de chegada de novos funcionários e ótimo.;positivo
.como sou novo não tenho nada a dizer,;negativo
Clima leve demais. A política de não atrito gera um ambiente leve onde você pode se colocar à prova, indo além realmente.;positivo
A mesma política de não atrito gera muita gente encostada que usa isso como escudo para não fazer o que precisa ser feito. A empresa cresceu demais e, por isso, precisou trazer gente de mercado, com vícios de mercado. E a direção parece estar OK com isso apesar de constantemente afirmar que a empresa é diferente do que tem por aí no mercado.;negativo
Colaborativa, respeitosa, inovadora, franca e humilde;positivo
Nenhum, nenhum, nenhum, nenhum e nenhum;negativo
Tudo no PicPay é maravilhoso, que saudades eu tenho daquele lugar. Sou um PicPay Lover assumido mesmo tendo saído de lá a mais de 3 anos.;positivo
não me lembro de nada ruim...;negativo
Cultura, horário flexível, aprendizado com tecnologias de ponta, time colaborativo e benefícios no geral;positivo
Infelizmente algumas pessoas não seguem a cultura como deveriam e falta um pouco de disponibilidade;negativo
Ambiente e cultura saudável. Pessoas qualificadas. Engajamento dos times e de pessoas. Qualidade de vida.;positivo
Plano de carreira não muito bem definido. Mudanças constantes tanto na liderança quanto na estratégia. Os benefícios são medianos.;negativo
Ambiente saudável e próspero para se desenvolver;positivo
Melhorar alguns benefícios como plano de saúde.;negativo
Pagam muito bem os funcionários;positivo
Ambiente terrivel Descrições de “cala boca e faz” Mudanca cultural brutal e sem espaco para colaboracao Valores de papo reto gera demissao;negativo
"Gympass; Plano de Saúde sem desconto; Plano odontológico;";positivo
"Liderança autoritária; Salário defasado; Serviço Presencial; Machismo; Sem ajuda de custo durante o HO;";negativo
Empresa com uma cultura Tech e de design muito fortes e unidas, podese aprender muito com essas áreas e a forma que trabalham;positivo
Na área de Marketplace financeiro não existe cultura de produto: os Backlogs são dados pelos superiores e não pela necessidade do cliente. A necessidade é usada para justificar a vontade dos superiores e não para definir o que será feito. Não tem um bom clima de trabalho e os gestores pressionam os funcionários a voltar a trabalhar presencialmente;negativo
empresa boa, mas pode melhorar;positivo
empresa confusa em processos, mas característico de empresas que escalam;negativo
* Processos extremamente organizados e completos * Cultura muito forte * Pessoas prestativas;positivo
Estou há poucos dias e até o momento não tenho nada a reclamar;negativo
Salário é o unico pró da empresa;positivo
Empresa complicada de se trabalhar;negativo
Ótima empresa, pessoas incríveis. Trabalho remoto;positivo
Benefícios um pouco defasados em relação ao mercado;negativo
Grande plano de carreira dentro da empresa;positivo
Não vejo contras para se trabalhar na empresa;negativo
Empresa excelente, ambiente bom, remuneração acima do mercado;positivo
Ainda não tenho nenhum ponto negativo para falar;negativo
Inovação, criatividade, disponibilidade de crescimento,;positivo
falta de representatividade nos cargos de gerência;negativo
Muitas oportunidade de crescimento interno, muita vagas sendo abertas todas os dias. Uma empresa para quem pensa grande, tem sonhos enormes, e possui match com os valores da empresa.;positivo
Nenhum contra, apenas acredito que a empresa tende a crescer ainda mais.;negativo
Ambiente tecnológico atualizado, propício para o aprendizado, aprendi muito no tempo que estive lá, me tornei outro profissional com certeza.;positivo
Muitas decisões vindas do alto escalão acabam não refletindo na cultura da empresa, necessidade de realizar entregas a qualquer custo, principalmente se onerar a vida pessoal/tempo/saúde do colaborador. Empresa precisa contratar muito visto tantos projetos que quer executar em paralelo, mas a remuneração é incompatível frente a outros players do mercado. Dificuldade de reconhecer o trabalho realizado, enquanto novas pessoas sendo contratadas como Sênior mas que foram avaliadas pelo tech team como Pleno. Ambiente (DEV/QA/PROD) ainda muito amarrado, ainda tem muita cultura de herói (DevOps, DBA e Data Engineers), tem que pedir autorização pra testar coisas em ambiente não produtivo, certas ações simples, é complicado executar sem falta de acesso.;negativo
Empresa maravilhosa, com pessoas acolhedoras e preocupadas com você. Tecnologias de ponta, local de trabalho desafiador e aprendizado constante.;positivo
Nada a declarar no momento.;negativo
Empresa paga tudo em dias é um local muito bom para trabalhar.;positivo
Até o momento nada a declarar.;negativo
Salario beneficios entrevista com RH Lideranca plano de saude;positivo
nao tem contra no momento;negativo
 Os valores da empresa são aplicados na prática todos os dias  Equipe colaborativa, disposta a ajudar a resolver problemas e conflitos  Ambiente leve, o quê colabora para o desenvolvimento de soluções.;positivo
 Empresa em desenvolvimento, buscando maturidade.;negativo
Cultura forte, direcionamento estratégico claro, muitos desafios.;positivo
Dificuldade de conhecer as pessoas.;negativo
Encantadora, Diversidade, Cultura, Pessoas e Gestão.;positivo
Não possui, não possui, não possui, não possui e não possui.;negativo
Bons profissionais, mercado com alto potencial, empresa capitalizada;positivo
Cultura desalinhada com discurso da empresa, alta liderança sem perfil de empresas de tecnologia;negativo
Muitos desafios tecnológicos que proporcionam a oportunidade de contato com muitas tecnologias atuais.;positivo
Falta de estruturação nos processos internos e no plano de carreira devido ao rápido crescimento;negativo
 Boa gestão  Benefícios  Cultura;positivo
Sem contras até o momento;negativo
o time que trabalho é ótimo;positivo
comunicação não assertiva, rigidez com retorno do home office;negativo
umas das melhores empresas para ser trabalhar;positivo
não tenho motivos para reclamar;negativo
Todo o suporte no Onboarding foi e está sendo incrível. Um dos valores que é Disponibilidade, tive isso com todas as relações dentro da Empresa.;positivo
Muitos sistemas e muitos pedidos de acesso/login. Ainda estou me entendendo com isso.;negativo
Direitos trabalhistas assegurados, plano de saúde, trabalho home office, ticket refeição, vale transporte, horários flexíveis, liderança empática, entre outros.;positivo
Não há nenhum contra. Juro!;negativo
Cultura e valores muito fortes e realmente levados a sério. Gestão humanizada e clima organizacional muito bom. Amo trabalhar no Picpay! Muitos desafios e aprendizado constante!;positivo
Processos internos não estruturados devido ao rápido crescimento;negativo
Ótimo lugar para trabalhar mesmo;positivo
Home office não foi implementado;negativo
Cultura, Autonomia e muitos projeto em aceleração;positivo
Empresa em crescimento e com muitos ajuste de estrutura.;negativo
Empresa jovem, salário e benefícios muito bons;positivo
Trabalho excessivo e desligamento desumano;negativo
Bom ambiente, com ótimos colaboradores.;positivo
Falta de plano de carreira.;negativo
Bastantes processos para desenvolver Otimo lugar para crescer Facil de se destacar;positivo
Poucos processos nas areas chaves da empresa;negativo
Aqui no PicPay tem um ótimo tratamento, todo mundo se ajuda e temos pessoa incríveis aqui;positivo
Salário divergente entre as sedes de São Paulo e de vitória;negativo
Ambiente descontraído, bons benefícios e comunicação.;positivo
Trabalho presencial em algumas áreas.;negativo
Ambiente descontraído, Flexibilidade, Reuniões sobre culturas, time bem colaborativo uns com os outros.;positivo
O convenio não abrange toda família, no caso eu e mais um.;negativo
Ambiente organizado Colegas fáceis de lidar empresa estruturada;positivo
Tem muita hierarquia de decisões;negativo
Empresa com a cultura muito forte As coisas andam As pessoas são incríveis Temos PPR Plano longo prazo;positivo
Gestão muda muito Não existe um plano de carreira;negativo
 Cultura  Equipe  Liberdade e Flexibilidade  Benefícios;positivo
 Organização  Processos  Comunicação  Salario  Diversidade;negativo
Autonomia para realizar as atividades;positivo
"Trabalho presencia, escritório em péssima localização, falta de restaurantes ao redor, benefícios ok, nada de muito surpreendente. Muitos ""Heads"" na empresa, todos querem mandar e ninguém quer fazer";negativo
"Empresa engajada em causas sociais e diversidade; Salários compatíveis com o mercado de trabalho; Uso de tecnologias atuais e constante evolução das mesmas, não permitindo estagnação no cargo.";positivo
Nenhum encontrado até o momento.;negativo
 Stack de tecnologias atraente  Liberdade técnica dos times para mudar  Incentivo interno a educação;positivo
 Liderança de muitos membros não é treinadas, é por mérito,;negativo
Muito bom de se trabalhar;positivo
Nada a reclamar referente a empresa;negativo
As pessoas que trabalham são muito prestativas.;positivo
Constante mudança de estratégia por parte da gestão.;negativo
Empresa muito boa, pessoas espetacular, equipe, coordenador gerente e a empresa em si super humanos, top essa empresa.;positivo
Nada a declarar, adoro tudo na PicPay;negativo
Uma cultura maravilhosa. Empresa focado no crescimento individual de cada funcionário.;positivo
Pode ser bastante agitado em alguns dias;negativo
"Colegas de trabalho muito gentis e próativos; Ambiente leve e descontraído nos momentos certos; Benefícios e pautas interessantes.";positivo
Não encontrei pontos negativos até o momento.;negativo
"Salário compatível com o mercado; Lideranças humanizadas; Empresa com muito senso de bemestar dos funcionários; Benefícios ótimos.";positivo
"Cresce muito rápido, por isso há muitas mudanças em pouco tempo; Escritórios longe ou em lugares perigosos; Falta comunicação entre áreas; Pouco senso de urgência para tomadas de decisões.";negativo
Empresa valoriza os funcionários, ocorrem reconhecimentos, temos um excelente programa de benefícios e o ambiente de trabalho é muito bom.;positivo
Existe um pouco de problemas no quesito comunicação interna.;negativo
Benefícios legais, bom ambiente de trabalho;positivo
Não tem plano carreira, e dificuldade em promoções;negativo
Bom salário, Cultura jovem, Diversidade, Bons benefícios;positivo
Profissionais do mercado contratados a peso de ouro e não valorização dos talentos internos Início de briga de egos onde não havia;negativo
Empresa interessante para oportunidade de aprendizados.;positivo
Cultura e liderança deixam a desejar.;negativo
Cultura, profissionais incríveis, pró atividade.;positivo
Estrutura organizacional um pouco confusa. Retorno ao escritõrio;negativo
Tem mindset de inovação `;positivo
Alta rotatividade de funcionários, intensidade na evolução;negativo
Salário, benefícios, pessoas, cultura, clima, diversidade e inclusão;positivo
A empresa ainda está se estruturando, por ainda não tem processos definidos e claros, sendo um ambiente ainda muito desorganizado e trabalhoso;negativo
O cuidado que a empresa tem com seu colaborador.;positivo
