Comentário;Sentimento
paga se pouco,apesar de dar oportunidade de crescimento mas as vezes e mal escolhido as pessoas e acaba promovendo pessoas com pouca qualificação.;negativo
salário compatível com a categoria , vale transporte, banheiros limpos,disponibilizava lanche com local para refeição e microondas para aqueles que levavam comida;positivo
"o empregado mal conseguia ir ao banheiro, as pausas eram regradas, ambiente hostil, gerando muita competitividade desnecessária, cargos ocupados não por mérito mas por ""puxa saquismos""";negativo
Aceita todos os gêneros sem preconceitosl abraça e respwita aqueles que não reconhece seu corpo. Inovação é regra fentro da empresa. O;positivo
Ainda tem a cultura que seus atendentes são máquinas. Estipulando tempos as necessidades fisiológicas. O;negativo
Sem atrasos nos pagamentos, bom ambiente para trabalhar, localizado próximo a estações do metrô. Boa empresa para iniciar no mercado de trabalho.;positivo
Pouca chance de crescimento na empresa desmotivando os funcionários dos setores, matriz em outro estado o que dificultava a comunicação com a gerência.;negativo
Empresa oferece oportunidades de crescimento, fiz um processo seletivo interno e passei para instrutor depois de 6 meses na minha função inicial.;positivo
Telemarketing não é um trabalho fácil, algumas operações são muito estressantes , você não pode cometer falhas os será cobrado de maneira grossa, muitas vezes.;negativo
Uma boa oportunidade para quem está ingressando no mercado de trabalho. Existem muitas dinâmicas de grupo, bom ambiente de trabalho entre colegas.;positivo
"Salário baixo, pressão por resultados, trabalho muito repetitivo, excesso de dependência e falta de autonomia, fim da ""vida social"" e alta rotatividade.";negativo
"Pagava em dia, um bom ambiente de trabalho com alguns colegas; supervisores e direção... é isso, uma empresa muito ok de se trabalhar. Tinha totó também.";positivo
Não tinha Vale refeição ou alimentação, e no lugar colocavam um lanche e um suco ou refrigerante para os colaboradores. Enfim é isso boa sorte a todos.;negativo
Boa localização, no centro da cidade. Um bom horário de trabalho, apenas 6 horas. Com isso, temos tempo para estudar ou até mesmo possuir um segundo emprego.;positivo
Salário baixo e sem muita perspetiva de aumento. Metas quase impossíveis de se alcançar. Horário de lanche muito curto. Supervisores mal humorados.;negativo
Ambiente bom, profissionais capacitados, mas falta uma melhor integração entre os times e entre time e gestor. Muita burocracia para resolução de incidentes;positivo
Melhorar na gestão, reavaliar benefícios que deixam muito a desejar em relação ao mercado. Horários e alimentação muito abaixo por usar sindicato role Telemarketing;negativo
Ambiente tranquilo, bom para se relacionar com as pessoas. Ticket alimentação e mais um lanche da tarde era oferecido pela empresa. Comissão caso batesse meta.;positivo
Supervisores despreparados. Eles estipulavam tempo máximo para idas ao banheiro durante o dia. Alta cobrança, principalmente para os teleatendentes da área de vendas.;negativo
É um ambiente tranquilo de trabalhar, pessoas tranquilas e muito descontraído, tem varias oportunidades internas e oportunidade de subir de cargo;positivo
carpete que fede, o salario é baixo comparado aos serviços, desconto alto do VR, Vr baixo também e o convenio medico é um absurdo levando em conta a co participação;negativo
Cultura Organizacional boa e estrutura de trabalho adequada, aposta em desenvolvimento dos colaboradores e nos talentos internos. Gestores acessíveis.;positivo
Meritocracia nem sempre acontece, em alguns setores a pressão e carga de trabalho é bem extensa. Em alguns momentos o foco é apenas no rendimento do colaborador.;negativo
São pontuais no pagamento, na escala de trabalho e o atendimento é bom e possuem um suporte técnico e de treinamento de ótima qualidade e eficaz.;positivo
há uma rotatividade muito grande de trabalhadores, por esse motivo não dão valor nos empregados visando sempre o lucro e não se importam em dispensálos.;negativo
"a oportunidade no plano de carreira, por ter muito jovens na empresa, o ambiente de trabalho se torna mais confortável; adquirir conhecimento";positivo
falta de uma comunicação da hierarquia superior com a base empresarial, como por exemplo Supervisor e Coordenador, precisam estar alinhandos;negativo
O ambiente é bom, as pessoas na maioria das vezes se ajudam. Para quem está começando no mercado é uma boa alternativa para não ficar parado.;positivo
Plano de carreira complicado, não existe muita informação clara para subir de cargo. Os benefícios não são bons também. A região não é boa..;negativo
Ambiente de trabalho é agradável e possui grandes oportunidades de crescimento profissional, valorização de funcionários e datas comemorativas.;positivo
Os benefícios são baixos, como o valor de vr, o plano de saúde é da Greenline e tem carência é cobrado mensalmente e com coparticipação quando utilizado.;negativo
o salário não atrasa, temse oportunidade de conhecer várias pessoas, existe plano de carreira, voce tbm possui recompensas por bons resultados.;positivo
Salário não é condizente com a quantidade do serviço, é muito extresante, pois se atende várias ligações e se tem pouco tempo de descanço, alimentação de péssima qualidade.;negativo
Oportunidade de crescimento, desenvolvimento profissional e pessoal. A empresa esta sempre em busca de atualização perante o mercado e está sempre um passo a frente das demais.;positivo
Falta capacitação para os funcionários em cargo de liderança. Oportunidade de melhorar o convênio pois além da mensalidade tambem tem coparticipação.;negativo
Salário bom, benefícios acima da média e férias negociáveis. Agilidade na contratação e também no desligamento. Rh sempre disposto a ajudar os funcionários.;positivo
Como é uma empresa que terceiriza o serviço para outras grandes empresas, não existe a possibilidade de crescimento na carreira. Estagnando os funcionários.;negativo
Vale transporte e plano de saúde muito bom.Empresa dinâmica com muito movimento .São 6 horas diárias. E por isso o tempo passa rápido. Boa experiência.;positivo
Empresa oferece um lanche muito ruim,não fornece vale alimentação e nem cesta básica. Porém tem variáveis e não é tão difícil alcançálas. Poderia melhorar.;negativo
Tenho liberdade para adquirir novas experiencias e também poder crescer profissionalmente, ir em busca de novos objetivos , e me preparar para o futuro.;positivo
o pagamento é horrivel e não há aproveitamento de talentos, muita rotatividade , problemas em repasse de função, falta de profissionalismo e desmotivação.;negativo
Benefícios, plano de carreira, salário, tempo de trabalho... Entre outras coisas é uma boa empresa. Com muitas oportunidades... Está acima da média do mercado;positivo
Modo de gestão, privilégios... Pouco reconhecimento. Conflito de interesses... Pouca resolução para alguns problemas apontados. Mas os pontos positivos ainda são maiores que os negativos;negativo
Horário de trabalho, empresa que permite crescer e que dá oportunidades. O horário horário de meio expediente ajuda a quem quer estudar e trabalhar.;positivo
Trabalho estressante, as vezes o salário é desanimador, dependendo do horário pode ser um incomodo se não conseguir o horário desejado. Enfim;negativo
Carga horária reduzida, em comparação com o mercado local, supervisores entusiasmados, geralmente, clima agradável e informal, ambiente propício à criação de amizades.;positivo
Falta de organização, falta de empatia dos coordenadores e um ambiente organizacional mal estruturado resumem minha visão como funcionário da empresa AeC.;negativo
Beneficios como plano de saude, vale alimentaçao e tambem o vale transporte, companheiros de trabalho, horarios as vezes flexiveis, folga uma vez na semana;positivo
em relacao as folgas, horarios de trabalho, cobrança mais que devida, mudança de horario sem questionar antes as demais pessoas, o tempo de trabalho;negativo
Moderna, prestativa, confiável, etc. Está de acordo com as demais concorrentes do mercado de atendimento ao consumidor e nada tenho a acrescentar.;positivo
Processo seletivo um pouco demorador demais se comparado a outros call centers que já trabalhei. Fora isso acho que não tenho mais nada a acrescentar.;negativo
Possui benefícios como vale transporte, plano de saúde e odontológico. É um lugar onde conhecemos muitas pessoas legais, diferentes ideais e pensamentos;positivo
Poucas oportunidades de crescimento Pessoas com bons resultados, muito conhecimento não são reconhecidas, muita pressão psicológica, sem apoio;negativo
E legal o atendimento de alguns supervisores bons diretores de área planos de saúde e odontológico vale transporte realizações de sonhos lanches grátis;positivo
Cobrança demais exigências ir ao banheiro é complicado o tempo de trabalho é 6hs mas as folgas são poucas devido muito tempo com o aparelho num ouvido só que até a gente perde um pouco no ouvir ficando com zumbido e ouvindo vozes;negativo
As pessoas q trabalham lá são companheiras e ajudavam. O supervisor era péssimo, a carga horária era boa. Só seis horas trabalhadas, escala 6x1;positivo
Salário, supervisor não se importava com funcionários, só pensava em metas e não via o lado do funcionário. A empresa não valoriza o recurso humano;negativo
Empresa que paga em dia seu salário tem uma estrutura bacana;positivo
Depende do produto que você trabalha, o qque trabalhei era horrível e muito estressante sem falar que a promessa de crescer lá dentro é mentirosa só cresce quem puxa saco;negativo
Salários não atrasam e sempre corretos com pagamentos de extras;positivo
Escalas 7 por 1 (contra a lei, mas se fazem de certos para que nós, funcionários, não entremos não justiça.);negativo
os horários de trabalho o ambiente de trabalho junto com os funcionários a união de tudos;positivo
a falta de vale alimentação e o plano de saúde e a falta de segurança na porta da empresa e ao redor;negativo
pagam na data oportunidade de crescimento;positivo
não valorizam o funcionário verdadeiramente lanche de péssima qualidade gerencia mata a vontade de crescimento do funcionário;negativo
Não vejo pontos positivos na minha experiência.;positivo
Não tem plano de desenvolvimento, pouco cuidado com o funcionário, muita rotatividade, poucos gestores que realmente sabem como trabalhar com a equipe.;negativo
É uma empresa que dá oportunidade para pessoas sem experiência profissional, foi meu primeiro emprego de carteira assinada, jornada de trabalho 6:20.;positivo
Pressão por resultados, não pode ir ao banheiro fora das pausas obrigatórias, péssimo lancje fornecido pela empresa, só 1 folga semanal.....;negativo
Carga horária flexível e bons benefícios;positivo
Alteram seu horário sem seu consentimento, o site Orion fica em local perigoso e empresa não dá assistência quando ocorre algum contratempo como roubo ou empecilho para ir embora e prezam primeiramente o bem da empresa antes do funcionário;negativo
Programa vida que é um serviço de amparo para gestantes, plano de saúde , plano de saúde bucal, auxilio creche, 6h e 20 apenas trabalhado;positivo
Trabalhar em feriado, final de semana, lanche ruim, pressão pra ter bons resultados;negativo
"As pessoas/amizades feita no local de trabalho, oportunidade de crescimento, entretanto, muitos suspeitam de que alguns processos já possuem ""favoritos"" para passar.";positivo
"Remuneração ofertada, ambiente de trabalho muito cansativo, ""benefícios"" ruins, alguns supervisores sem noção de trabalho com o atendente, pressão muitas vezes desnecesária.";negativo
Motiva os atendentes com dinâmicas,no qual nos motiva a bates as metas dos setores,tem plano de crescimento profissional,plano de carreira, ..;positivo
Horario de lanche muito pouco,agressividade dos supervisores,falta benefícios de alimentação,falta de organização de pessoas gerando vários com fritos;negativo
Bom pra primeiro emprego, você aprende bastante no começo, a lidar com metas, e hierarquia , estresse diários, e uma certa prataria também.;positivo
Salário baixo, metas surreais, supervisores despreparados, gestão burra e cega, comissoes ridiculas, lá você tb vê algumas barbaridades ...;negativo
Ambiente com liberdade, flexibilidade de horário, oportunidades internas para outros cargos que podem ser de interesse do funcionário, participação de eventos fora da empresa.;positivo
Prazos apertados, conteúdos muito engessados, falta de equipamentos e recursos suficientes para produzir os projetos que são solicitados pela empresa.;negativo
A empresa tem uma boa Flexibilidade de horário para os funcionários e boa localização de trabalho com fácil acesso. Além de alguns benefícios cedidos;positivo
Tratamento com os funcionários muito ruim, falta de diálogo e baixo salário pago em consideração a humilhação e horas trabalhadas na empresa;negativo
Ambiente extrovertido, pessoas Legais, plano de saúde, hora extra, horário bom pra quem estuda, sao 6h20 diárias, com uma folga por semana..;positivo
Coordenadores que não sabem gerir. Salário baixo pela quantidade de ligações, empresa pelo menos fornece plano de saúde. Troca muito de equipe;negativo
A amizade com os colegas, o ambiente é agradável. A empresa tem uma boa definição de como trabalhar, mas tudo vira uma bagunça e nada funciona.;positivo
Gestores horríveis, pessoas sem instrução com cargo de chefia. Baixo salario. Metas abusivas com grande cobrança. Perseguição de funcionários.;negativo
Primeiro emprego,colegas de trabalho, cumprimentos de metas, aprender a trabalhar em equipe pra alcançar resultados .;positivo
Baixo salário, ambiente estressante, RV pífias, oportunidades pra tem o famoso quem indica, supervisores em boa parte não são bons, os gestores então ... piorou;negativo
Flexibilidade de horários Possibilidades de crescimento dentro da empresa Expansão do Network.;positivo
Muita pressão tanto por parte dos clientes, quanto dos supervisores, o treinamento inicial é muito básico impossibilitando que o profissional se torne apto e eficiente na resolução dos problemas dos clientes.;negativo
Comissão é boa, A localização, supervisores atenciosos............. Salário sempre em dia Transporte também Tudo nos conformes ..... .;positivo
Deveria exigir menos dos funcionários e ter vale .alimentação..lanche é muito ruim e deveria ter um horário de almoço maior... 20 min é muito pouco.;negativo
Um bom ambiente de trabalho, boas pessoas para se conviver, alguns gestores são bons, a área de apoio é consideravelmente boa também, as pessoas.;positivo
Gestão da empresa, horários, planejamento, metas estabelecidas, acordos não cumpridos. Entre outros pontos negativos que toda empresa tem também.;negativo
Oportunidade de crescer, trabalho não cumulativo, jornada reduzida, trabalho seguro, flexibilidade do horário e possibilidades de troca de horário;positivo
Pouco suporte ao funcionário em relação à supervisores e diálogo pouco viável entre colaboradores e gestores, o que faz com o empregado se sinta desamparado;negativo
Equipe sólida e parceira. Gestão muito boa no aspecto de melhoria do profissional. mas no aspecto de melhoria e salários, deixa a desejar.;positivo
Salário não compete com o mercado e os benefícios são muito aquém.;negativo
Clima na empresa, as pessoas no geral deixam o ambiente muito bom. Único lado positivo na empresa.;positivo
Retirarão vale refeição que já não é muito 10 reais apenas, plano de saúde ruim, somente chefes na empresa. Os gestores não ligam em nada para o funcionário, gestores sem nenhum preparação.;negativo
benefícios como : descontos em faculdades , oportunidade de crescimento, comissões,refeição na empresa, grandes amizades .;positivo
muita pressão, salario baixo, mudança de horário constante, trabalha sábado e domingo, supervisores só pensam neles e não valorizam os colaboradores.;negativo
Companheirismo dos colegas de trabalho, localização, possibilidade de realizar horas extras, diversidade de funcionários, horario de trabalho.;positivo
Poucos (nenhum) benefícios, supervisores mal treinados, treinamento prévio insuficiente para desempenhar as atividades, falta de esclarecimentos por parte dos supervisores.;negativo
Como ponto positivo, talvez a facilidade de entrar na empresa para pessoas que não tem nenhum grau de instrução, assim como poder subir de cargo depois de 3 meses caso tenha o grau de instrução necessário.;positivo
Primeiramente, muitos erros das operadoras são repassados para os atendentes que não podem fazer nada para consertar, porém é esperado dos mesmos que resolvam mesmo com as ferramentas falhando.;negativo
"Excelente ambiente de trabalho, devido às pessoas; Home office; Em trabalho presencial, há video game; No dress code.";positivo
"Empresa com cultura de ""tudo é prioridade"". Dessa forma, nada é prioridade; Carga horária (8:48/dia); Costuma trabalhar normalmente durante o carnaval (em 2019 e 2020 conseguimos folga).";negativo
Horário de trabalho curto, apenas 6h20 por dia, possibilidade de lucros caso se esforce para vender, colegas de trabalho legais.;positivo
Muita exploração, necessidade de bater metas altas, trabalhar aos sabados, não tem vale alimentação, lanche é muito ruim, salário baixo.....;negativo
Nao tem nenhum motivo para trabalhar aqui.;positivo
Nao pagam horas extras nem dao folga para o Funcionário. Banco de horas desaparece sem receber ou folgar, nao pode ficar doente, mudam vc de horario sem te perguntar se pode ou nao. Funcionario nao pode estudar ou fazer planos, poia podem mudar seu horário sem te avisar a qualquer momento e vc que lute.;negativo
pagamento em dia, horarios bons, bons treinamentos, funcionarios dedicados.;positivo
desorganização, falta de respeito e consideração ao funcionário, não tem flexibilidade.;negativo
O trabalho é muito proveitoso e agradável dependendo dos demais profissionais ....;positivo
Tem profissionais que exagera e acha que pode aproveitar do seu poder para reprimir os demais...fora isso não tenho pontos negativos.;negativo
Existem nove categorias para os cargos de desenvolvedores: Desenvolvedores de I a IX.;positivo
O foco principal da empresa não é a programação mas, call center.;negativo
Ambiente de Trabalho muito bom;positivo
Benefícios muito ruins comparado aos do mercado;negativo
local de trabalho tem uma exelente estrutura. possui um otimo padrão de construção.;positivo
a sua gestão deixa muito a desejar. principalmente por parte de supervisão e coordenação;negativo
treinamento muito intenso, acho que havia muitas informações e ficamos muito anciosas fazem uma verdadeira lavagem cerebral nos candidatos...............................;positivo
muito sistemas para dominar e muito parâmetros pra atingir acho que é isso.;negativo
Que os funcionários ganha algumas premiações, tem caravana do bem, tem lugar onde realizar as refeições tem alguns computadores para descanso nas pausas;positivo
Não tem estrutura para receber os funcionários, Benefícios, Rh tem um atendimento médio....você tem que ficar cobrando eles, se tem horas de banco tem que ficar implorando para conseguir usá lo;negativo
As amizades e a flexibilidade para trabalhar, alimentação básica, infraestrutura boa e amplo espaço para se socializar, ........................................;positivo
Baixo salário, falta de vale refeição para os funcionários de 6 horas,;negativo
Boa Localização, eventualmente s instalações , boa parceria entre os colaboradores e adquirimos muito aprendizado. Bom principalmente parã quem está em início de carreira.;positivo
Não tenho nada a declarar.;negativo
O ambiente de trabalho é excelente. Consegui fazer e manter inúmeras amizades. Me divertia durante o teleatendimento.;positivo
Estressante e repetitivo. Por respresentar uma grande empresa, acabava ouvindo constantes reclamações e ofensas.;negativo
O período de trabalho sao de 6 horas por dia, conhecemos muitos amigos, a empresa oferece vale trasporte, plano odontólogo e plano de saúde.;positivo
Muito pressão psicólogica, um pouco extressante, mas tem benefícios que ajundam bastante.;negativo
Oportunidade de aprendizagem de várias áreas do negócio.;positivo
Cobrança excessiva por prazos inatingíveis.;negativo
Boa empresa para primeiro emprego, a experiência obtida é mt proveitosa. Ótimo ambiente de trabalho, climatizado e bem equipado.;positivo
Trabalho um pouco estressante que exige bastante do psicológico do profissional. Rotina um pouco desgastante.;negativo
Localização fácil, boa oportunidade para o primeiro emprego. oportunidade de crescimento profissional. conhecer pessoas totalmente diferentes.;positivo
atendente sem remuneração adequada. material de trabalho precisa de mais atenção. salário ruim, desorganização no treinamento. descaso com os funcionários.;negativo
Bom, por necessidade, o salário cai no dia certo;positivo
Pouco, vem descontando muita coisa, isso é quando o desconto não vem de um uso de plano de saúde que foi usado a 5 meses atrás.;negativo
Possibilidade de crescimento . Bom relacionamento interpessoal.;positivo
Pouca visibilidade de real trabalho e valorização do funcionário;negativo
A empresa não possui nem um ponto positivo desvaloriza os funcionários deixa muito a desejar os computadores são velhos o sistema quase não funciona;positivo
Não tem respeito ao funcionário servem lance estragado os supervisores nada resolve e quando você é demitido te coloca na rua feito um cão sarnento;negativo
maturidade nos processos, benefícios, ações de clima, uso de inteligência artificial na gestão dos colaboradores, inovação constante;positivo
favorecimentos, alguns supervisores imaturos pessoal e profissionalmente, preocupação insuficiente com o bem estar do funcionário.;negativo
Local que mais emprega. Bom de trabalhar Jornada de trabalho de 6:20;positivo
Difícil de conseguir folgas com banco de horas. Só querem te da férias compulsórias. Definem de que horas você vai lanchar.;negativo
não é cansativo, não atrasa salario, o ambiente de trabalho é bem confortável e tem muitas oportunidades de crescimento na empresa.;positivo
não oferece vale alimentação, exige muito, sistemas muitos ruins e lanche ruim.;negativo
A empresa é grande e oferece a primeira oportunidade para muitos jovens sem experiência, paga o salário miserável em dia, menor aprendiz, existe um treinamento para capacitação.;positivo
Falta de respeito com seus funcionários, fazendo esperar horas apenas para colar um papel na carteira de trabalho, sem dar nenhuma satisfação sobre o que esta acontecendo;negativo
Flexibilidade de horários;positivo
Muito rotativa. A todo momento muda horários e skill, ha muita falta de comunicação entre os superiores e atendentes, no geral os atendentes são fantoches.;negativo
Salário em dia Plano de saúde;positivo
Plano de carreira não funciona de forma transparente Processo seletivo de supervisores é falho;negativo
flexibilidade de horario, biente bom, pagamento em dia so nao gosto daquele lanche poderiam dar o tiket mesmo.;positivo
lanche ruim seria melhor se dessem tiket alimenacao e tem alguns computadores que falham.;negativo
Não havia muitos pontos positivos. O relacionamento com os colegas, a sala de descanso. somente isso, nada mais a dizer da empresa. Mediana.;positivo
Se chegar com atraso de minutos não entra. .;negativo
Plano de saúde Ondotologico Flexibilidade de horários Possibilidade de mudança de cargo através de processo de seletivo;positivo
Para pegar rv e uma dificuldade muita pressão, muita exigência que acaba sobrecarregando a gente;negativo
Possibilidade de crescimento dentro da empresa;positivo
Alta rotatividade e cobrança, além de ser muito cansativo lidar com muitos clientes estressados.;negativo
Dentro da empresa existe grandes chances de subir de cargos.;positivo
A empresa não dar muito valor aos funcionários do setor de atendimento.;negativo
Ambiente de trabalho muito bom e bem estruturado, bons equipamentos de trabalho e reuniões para acompanhamento da equipe.;positivo
Salário muito baixo, pouco reconhecimento, muita cobrança e muito estressante.;negativo
As amizades que vc faz no site;positivo
A cobrança que a empresa faz a seus funcionários com poucos incentivos;negativo
Pressão não compatível com o salário;positivo
Salário, pouco reconhecimento por quem está na parte da frente da empresa;negativo
Horarios flexiveisAmbiente de trabalho descontraído, com horários flexíveis .Sem atrasos nos pagamentos, bom ambiente para trabalhar, localizado próximo a estações do metrô. Boa empresa para iniciar no mercado de trabalho.;positivo
"Nao dá a minima pra o funcionario. Só qrem ResultadosBarreira existente entre os colaboradores e a gerencia; Se tiver algum problema com ponto é difícil de resolver .";negativo
Empresa seria e comprometida com a valorização de seus colaboradores ambiente bom de trabalhar, cumpre com que promete.;positivo
Disponibilidade de horario, é poucos setores para crescimento na empresa.;negativo
Plano de saúde e bons horários;positivo
Falta de respeito e compreensão dos superiores;negativo
Ambiente Descontraido, Home Office, Horario Flexivel.;positivo
Beneficios ruim (Ticket baixo, plano de saude ruim);negativo
Meio horário ,vc não depende de outros funcionários para realizar as tarefas.;positivo
Não possui benefícios , pressão e restrição de pausas;negativo
Horário flexível, trabalho leve, boas amizades, bom ambiente.;positivo
Trabalho feriado e domingo, muita pressão, gestores horríveis. Salário ruim;negativo
Excelente ambiente com varias chances de crescimento.;positivo
Como tem muitas chances de crescimento, acaba que vários superiores não tem experiencia nenhuma em gestão de pessoas.;negativo
O tempo para estudo, o horário que da liberdade para outras coisas.;positivo
Má alimentação, trabalhar aos domingos , remuneração baixa.;negativo
Trabalhar no ambiente de telemarketing é um desafio com a inteligência emocional de grande amadurecimento & horários flexíveis.;positivo
Remuneração é precária, clima organizacional dúbio;negativo
Empresa é flexível com seus colaboradores.;positivo
Falta muito incentivo para o crescimento profissional.;negativo
Grande oportunidade de crescimento. Um excelente rh recrutamento.;positivo
Cobranças abusivas dos funcionários. Péssimo plano de saúde e odontológico. Negligência aos cargos baixos. Funcionários de cargos altos muito excêntricos e esnobes... Não todos mas uma grande maioria;negativo
A m i z a d e s.;positivo
Acumulo de tarefas em poucas pessoas pela não liberação de recursos para contratação.;negativo
Local com ambiente agradável, ar condicionado e bem estruturado;positivo
pessoas não são bem preparadas para serem supervisoras, existem muitos passivos jurídicos relacionados às atividades dos colaboradores;negativo
Plano de carreira e plano de saude;positivo
Não aceita as horas extras trabalhadas, não assume compromissos firmados com o colaborador;negativo
as pessoas com quem me relaciono são bastante felizes e também elas são espontâneas;positivo
ligaçoes que recebo geralmente os clientes me profanam palavras de baixo calao;negativo
A empreza é responsável é organizada, aprendi a desenvolver meu lado de argumentos aprendi a ser mas comunicativa.;positivo
Poderia ter mas benefícios ao operador, tipo vale alimentação.;negativo
Amizades que acabamos fazendo no ambiente de trabalho. Não há muitos pontos positivos, apenas os funcionários submissos devem ser respeitados;positivo
Lanche horrível com bicho. Suco quente. Menos que um salário mínimo o bruto. RH e planejamento desorganizados Sistema lixo e a culpa era do empregado Ar condicionado sujo Gerente coordenador nem conhecia operador;negativo
Horário de trabalho bom 6 horas e 20 minutos por dia, possibilidade de adaptar o trabalho com outras atividades como faculdade ou outra renda extra.;positivo
Metas exorbitantes, um microondas para muitas pessoas no horário da pausa, perdemos a pausa toda nas filas, pouco treinamento para a quantidade de trabalho e informações que tem que ser prestadas.;negativo
O valealimentação era bom e o ambiente de trabalho também.;positivo
Trabalho terceirizado, então o local onde você trabalha não pode ser responsabilizado por problemas de pagamentos.;negativo
Possibilidade de mudar de cargo;positivo
tudo tem que ter Q.I, muito bairrista, muito puxado de tapete.;negativo
Uma empresa que tem grandes possibilidades de crescer eles dão essa oportunidade.;positivo
Em algumas parte sobre pagamento, vale transporte eles demora mais pra resolver o problema;negativo
Oportunidade de crescimento dentro da empresa;positivo
"A função do antendente é de certo modo ""enrolar"" o cliente para que aguarde sua demanda ser atendida";negativo
Crescimento, Relacionamento, Tecnologia, Oportunidade e Vários segmentos;positivo
Gestores Ruins, Ambiente pesado, Falta de equipe, Cobrança excessiva e Transparencia;negativo
Definição Estratégica, visão de mercado, estruturação dos setores;positivo
Acompanhamento dos processos, forma de validação das promoções, analise do serviços executados;negativo
Empresa muito boa, pessoas ótimas sempre te colocando pra cima.;positivo
Salário pagamento do mínimo. Benefícios não existe.;negativo
Vale refeição, 6 horas de trabalho;positivo
Muita pressão em cima do operador, cobranças que não valem o salário que pagam;negativo
Carga horária muito baixa! (6:40);positivo
Cobrança exacerbada por parte de supervisores;negativo
climatização, conforto e acesso;positivo
Estresse, pressão e falta de suporte superior;negativo
O convívio com os colegas de trabalho;positivo
O trabalho em si é estressante e cansativo;negativo
Bom ambiente na equipe e boa localização da empresa;positivo
Benefícios ruins, burocracia em muitos processos que deveriam ser simples, remuneração baixa.;negativo
Equipe de trabalho muito boa, muito engajada, grande espírito de equipe.;positivo
Empresa muito grande tem muita burocracia. Sistemas de informação um pouco defasados.;negativo
Basicamente.. não há código de vestimenta e só.;positivo
Desde o café à rotina de trabalho Tudo é ruim, inclusive os salários e o lanche.;negativo
Da oportunidade de crescer e pagar mais;positivo
Muita pressao, e nao paga demais;negativo
Oportunidade de crescimento...;positivo
Salário e valorização do monitor.;negativo
Boa por causa do horario de trabalho que é 6:20 de trabalho.;positivo
Muito estresse pra pouco salário.;negativo
Flexibilidade de horário, bons benefícios, oportunidade de crescer na empresa mesmo partindo do menor cargo da organização;positivo
Cansaço da mente. estresse.;negativo
cuidado com a qualidade, monitorias semanais;positivo
inconstância, falta de informação, bagunça;negativo
Infraestrutura, conhecimento, possibilidade de crescimento;positivo
Salário, falta de reconhecimento;negativo
É um local bom para se trabalhar, podemos contar com pessoas que possuem boas características.;positivo
Salário abaixo da média, muita cobrança.;negativo
Disponibilidade referente ao horario de trabalho carga horaria estabelecida.... 6:20h;positivo
sem aspectos relutantes mas pode haver melhoria em alguns quisitos;negativo
Legal, bom ambiente, bons gestores, bom site, bom atendimento, RH envolvidos;positivo
Plano de carreira precisa melhorar. ticket;negativo
Infelizmente minha experiência foi péssima, não tenho nada de bom pra falar;positivo
Péssima gestão de equipe, te tratam da por maneira possível. Treinamento de 30 dias, não remunerado(pagaram a passagem e davam a alimentação). Controlam quanto tempo você vai ao banheiro e muito mais;negativo
Flexibilidade no horário, pra quem deseja trabalhar/estudar é uma boa.;positivo
Pressão dos gestores para alcançar metas e Salário muito baixo. Poucos benefícios!!;negativo
Ambiente jovem e descontraido. Oportunidade de carreira.;positivo
pressão exacerbada por metas e horas extras;negativo
Pagamento em dia lugar limpo boa supervisao;positivo
Nehuma reclamação da empresa tenho a fazer;negativo
Você muitas amizades e conhece várias pessoas.;positivo
Mal informações da empresa, todo dia uma mudança diferente não seguem o que dizem;negativo
oportunidade crescimento e alguns benefícios oferecidos;positivo
Pressão psicólogica muito grande e muitas vezes tratamento não muito agradável por parte dos superiores;negativo
Carga horária pequena e oportunidade de crescimento dentro da empresa.;positivo
estresse e pressão psicológica para bater metas.;negativo
horário flexível, pagamentos em dia.;positivo
Poucas oportunidades de desenvolver, poucas oportunidades de promoção, ticket alimentação baixo, instabilidade e compensação com demissões;negativo
 Diversidade racial, étnica e sexual  horários diversos de trabalho  pagamento em dia;positivo
" Baixos salários  Famoso ""Q.I.""  Baixo nível educacional dos gestores  Baixíssimo nível educacional dos colaboradores  Falta de treinamento  Falta de consciência sustentável em suas dependências";negativo
Ticket, carga horaria, ambiente de trabalho;positivo
Salário, local de trabalho, não ter plano de carreira definido;negativo
Horários que dão para fazer faculdade;positivo
Muita pressão e lidar com clientes mal educados.;negativo
Nenhum. Empresa só traz estresse e não valoriza o funcionario em nada. Só cobra e não recompensa em nada j;positivo
Lanche ruim, quem tem carga horária de 6:20 não tem ticket e só ganha um lanche horroroso. Impossível conseguir folga e só pedem HE. Feria quase não consegue folgar;negativo
Horários de trabalho, Ações de comemorações;positivo
Não tem vale alimentação tem apenas um lanche;negativo
Horário bom de trabalho, empresa com boa localização;positivo
Sem vale alimentação para quem trabalha 6h, salário baixo;negativo
jornada de trabalho reduzida, 36 horas semanais;positivo
muitas metas, para ser batidas em um mes;negativo
Investe no funcionario com cursos, processo seletivo,grupo de corrida;positivo
Salario poderia ser melhor debido as funcoes desempenhadas;negativo
Empresa metódica. Depende muito do cargo em que você ocupa, no meu caso o benefício que tínhamos era de trabalhar na sua grande maioria só de seg a sexta.;positivo
Empresa com pouco espaço de desenvolvimento profissional dentro dela, alta rotatividade de funcionários, difícil relação com os seus superiores;negativo
Pagamentos em dia e ambiente acolhedor;positivo
Salário baixo, lanche deixa a desejar ,deveria ser trocado por vale alimentação.;negativo
Salario em dia. Bom clima.;positivo
